run_id,arm,model,config,budget,sigma,seed_index,batch,config_recovered,power_at_open,fingerprint,worker,n_evaluated,n_tool_use,n_refused,graded,status,submitted_sr_is,sr_deflated,critical_value,p_value,stated_mean,stated_sd,oos,considered,n_status_calls,status_positions,last_cleared,has_submission,submitted_spec,submitted_features,submitted_signs,usage_missing,models_seen,non_mcp_tools,rate_limit_rejected,input_tokens,output_tokens,cache_read,cache_creation,thinking_tokens,cost_usd,wall_seconds
"""s0_T5000_gate_057""","""gate""","""claude-sonnet-5""","""s0""",null,1.0,57,"""b1""",false,0.4685466237788639,null,null,113,118,2,true,"""FAIL""",0.9933418237645203,0.17325107741114176,1.0177359139533504,0.0714928507149285,0.5,0.35,-0.09206848968631692,0,1,[0.6694915254237288],false,true,"""47:f10+-f13+-f38""","[10, 13, 38]","[1, -1, -1]",false,"[""claude-sonnet-5""]",[],false,22,11481,104608,18665,0,0.2104356,137.04491996765137
"""s0_T5000_control_058""","""control""","""claude-sonnet-5""","""s0""",null,1.0,58,"""b1""",false,0.4605060244015228,null,null,174,177,2,true,"""FAIL""",0.6768719458793975,-0.1484425576010896,1.0222832078166135,0.9122087791220878,0.4,0.25,-0.11746164972843855,0,0,[],null,true,"""105:-f25+-f13+-f37""","[25, 13, 37]","[-1, -1, -1]",false,"[""claude-sonnet-5""]",[],false,28,17772,226053,27772,0,0.33407460000000005,177.80036401748657
"""s0_T5000_gate_059""","""gate""","""claude-sonnet-5""","""s0""",null,1.0,59,"""b1""",false,0.46662903901319414,null,null,194,204,5,true,"""FAIL""",0.9025476672714677,0.08115207844445138,1.0188196590036902,0.2283771622837716,0.35,0.35,-0.45569616158463266,0,3,"[0.6813725490196079, 0.7990196078431373, 0.9950980392156863]",false,true,"""135:f33+-f24+-f20""","[33, 24, 20]","[1, -1, -1]",false,"[""claude-sonnet-5""]",[],false,40,19930,341511,31703,0,0.3944942,202.95960187911987
"""s0_T5000_control_060""","""control""","""claude-sonnet-5""","""s0""",null,1.0,60,"""b1""",false,0.4591993811028129,null,null,103,104,0,true,"""FAIL""",0.8378366451545599,0.013837904951605307,1.0230229824483628,0.43685631436856315,0.5,0.25,0.13096927224809127,0,0,[],null,true,"""50:-f8+f14+f20""","[8, 14, 20]","[-1, 1, 1]",false,"[""claude-sonnet-5""]",[],false,18,10172,85417,16492,0,0.18480739999999996,123.81319499015808
"""s0_T5000_gate_061""","""gate""","""claude-sonnet-5""","""s0""",null,1.0,61,"""b1""",false,0.4600151486307651,null,null,127,132,2,true,"""FAIL""",0.65917529275964,-0.16390359602099147,1.0225610953454516,0.9321067893210679,0.25,0.35,0.2607871453095452,0,1,[0.7727272727272727],false,true,"""55:f12+f11+f26""","[12, 11, 26]","[1, 1, 1]",false,"[""claude-sonnet-5""]",[],false,24,12845,142854,20657,0,0.2396968,146.77429461479187
"""s0_T5000_control_062""","""control""","""claude-sonnet-5""","""s0""",null,1.0,62,"""b1""",false,0.4725778432647511,null,null,78,79,0,true,"""FAIL""",0.8154351206726556,-0.00698183883979786,1.0154589380163412,0.5037496250374962,0.4,0.25,0.3169558906054513,0,0,[],null,true,"""47:-f1+f19+-f11""","[1, 19, 11]","[-1, 1, -1]",false,"[""claude-sonnet-5""]",[],false,12,7733,39545,12691,0,0.13602699999999998,104.71085810661316
"""s0_T5000_gate_063""","""gate""","""claude-sonnet-5""","""s0""",null,1.0,63,"""b1""",false,0.46787191551678037,null,null,163,171,3,true,"""FAIL""",0.8694283926275074,0.04704175277129208,1.0181171847472972,0.33236676332366766,0.45,0.35,-0.4970513315163565,0,1,[0.6783625730994152],false,true,"""70:f29+f20+-f2""","[29, 20, 2]","[1, 1, -1]",false,"[""claude-sonnet-5""]",[],false,32,16571,224020,26555,0,0.31679799999999997,174.40519285202026
"""s0_T5000_control_064""","""control""","""claude-sonnet-5""","""s0""",null,1.0,64,"""b1""",false,0.4622375788714732,null,null,75,76,0,true,"""FAIL""",0.818271145738601,-0.005243720642686633,1.0213032342592814,0.5009499050094991,0.55,0.35,-0.11948264379595805,0,0,[],null,true,"""52:f37+-f15+f11""","[37, 15, 11]","[1, -1, 1]",false,"[""claude-sonnet-5""]",[],false,14,7398,49390,12316,0,0.13315000000000002,106.95106911659241
"""s0_T5000_gate_065""","""gate""","""claude-sonnet-5""","""s0""",null,1.0,65,"""b1""",false,0.4656823251246832,null,null,70,73,0,true,"""PASS""",1.063035408633504,0.24111502419646458,1.0193548650917497,0.025797420257974202,0.55,0.35,-0.21306793722591647,0,1,[0.9726027397260274],true,true,"""47:f28+f12+-f9""","[28, 12, 9]","[1, 1, -1]",false,"[""claude-sonnet-5""]",[],false,16,6999,52596,11903,0,0.12815320000000002,102.03989315032959
"""s0_T5000_control_066""","""control""","""claude-sonnet-5""","""s0""",null,1.0,66,"""b1""",false,0.45736141308698913,null,null,70,72,1,true,"""PASS""",1.0255584836336396,0.20318542671392992,1.024063998435496,0.048795120487951205,0.65,0.35,-0.45063926733061715,0,0,[],null,true,"""48:f6+-f37+-f0""","[6, 37, 0]","[1, -1, -1]",false,"[""claude-sonnet-5""]",[],false,12,7046,38765,11686,0,0.12498099999999998,102.3686351776123
"""s0_T5000_gate_067""","""gate""","""claude-sonnet-5""","""s0""",null,1.0,67,"""b1""",false,0.4622329018003262,null,null,172,178,2,true,"""FAIL""",0.7435243984717721,-0.07819273987466568,1.0213058806945565,0.7493250674932507,0.25,0.35,0.49583718188440123,0,2,"[0.6123595505617978, 0.9943820224719101]",false,true,"""83:-f12+-f29+f32""","[12, 29, 32]","[-1, -1, 1]",false,"[""claude-sonnet-5""]",[],false,44,18611,336532,28991,0,0.3694684,204.09385299682617
"""s0_T5000_control_068""","""control""","""claude-sonnet-5""","""s0""",null,1.0,68,"""b1""",false,0.460204698287983,null,null,67,69,1,true,"""FAIL""",0.7653131194088415,-0.05733533726705031,1.0224537861551182,0.6784321567843216,0.45,0.25,-0.028902237283249692,0,0,[],null,true,"""44:-f22+f23+-f10""","[22, 23, 10]","[-1, 1, -1]",false,"[""claude-sonnet-5""]",[],false,12,6860,37398,11294,0,0.1212796,103.32943201065063
"""s0_T5000_gate_069""","""gate""","""claude-sonnet-5""","""s0""",null,1.0,69,"""b1""",false,0.4584420457244909,null,null,81,88,4,true,"""PASS""",1.0577271124449508,0.23549557945910438,1.0234518723388994,0.030496950304969503,0.55,0.35,0.07478063552950318,0,1,[0.9886363636363636],true,true,"""50:f16+-f19+-f2""","[16, 19, 2]","[1, -1, -1]",false,"[""claude-sonnet-5""]",[],false,22,8590,86058,14424,0,0.16085159999999998,133.12649416923523
"""s0_T5000_control_070""","""control""","""claude-sonnet-5""","""s0""",null,1.0,70,"""b1""",false,0.4669334852475888,null,null,74,75,0,true,"""FAIL""",0.9428956412056926,0.12150099304927453,1.0186475691366512,0.1466853314668533,0.4,0.35,0.3922285660914746,0,0,[],null,true,"""47:-f10+f21+f9""","[10, 21, 9]","[-1, 1, 1]",false,"[""claude-sonnet-5""]",[],false,12,7487,39640,12210,0,0.131662,104.4687659740448
"""s0_T5000_gate_071""","""gate""","""claude-sonnet-5""","""s0""",null,1.0,71,"""b1""",false,0.4607067765921097,null,null,140,144,1,true,"""FAIL""",0.7540080594805739,-0.06850428201599346,1.022169570715319,0.7179282071792821,0.35,0.3,0.028563819953267115,0,1,[0.5138888888888888],false,true,"""60:-f38+f6+-f4""","[38, 6, 4]","[-1, 1, -1]",false,"[""claude-sonnet-5""]",[],false,36,14984,209428,23641,0,0.28636159999999994,177.60998797416687
"""s0_T5000_control_072""","""control""","""claude-sonnet-5""","""s0""",null,1.0,72,"""b1""",false,0.4732033685856058,null,null,104,106,1,true,"""FAIL""",0.7783792449649444,-0.0421842715477847,1.0151057671948067,0.6273372662733727,0.45,0.35,0.5702501925783616,0,0,[],null,true,"""56:f29+-f18+-f28""","[29, 18, 28]","[1, -1, -1]",false,"[""claude-sonnet-5""]",[],false,16,10274,71946,16684,0,0.1838972,132.109356880188
"""s0_T5000_gate_073""","""gate""","""claude-sonnet-5""","""s0""",null,1.0,73,"""b1""",false,0.45827034314578935,null,null,108,112,1,true,"""FAIL""",0.8694188060179109,0.04617948211490819,1.0235491217968882,0.32696730326967305,0.45,0.3,0.24154309398464102,0,1,[0.6071428571428571],false,true,"""46:f2+-f8+f18""","[2, 8, 18]","[1, -1, 1]",false,"[""claude-sonnet-5""]",[],false,20,10732,88524,17590,0,0.19542480000000004,132.31534695625305
"""s0_T5000_control_074""","""control""","""claude-sonnet-5""","""s0""",null,1.0,74,"""b1""",false,0.45879678647984123,null,null,131,134,2,true,"""FAIL""",0.6639185765674449,-0.15905489887831947,1.023250967019383,0.9254074592540746,0.35,0.25,-0.12630964762920907,0,0,[],null,true,"""101:f14+f36+-f26""","[14, 36, 26]","[1, 1, -1]",false,"[""claude-sonnet-5""]",[],false,30,13662,189275,21618,0,0.26100700000000004,157.11444807052612
"""s0_T5000_gate_075""","""gate""","""claude-sonnet-5""","""s0""",null,1.0,75,"""b1""",false,0.45928534035995056,null,null,129,135,2,true,"""FAIL""",0.7720237053910599,-0.05182148021587618,1.022974307815905,0.658934106589341,0.45,0.35,-0.680971780032776,0,2,"[0.3111111111111111, 0.7851851851851852]",false,true,"""73:f24+f20+-f26""","[24, 20, 26]","[1, 1, -1]",false,"[""claude-sonnet-5""]",[],false,20,12794,115156,20658,0,0.23364319999999997,145.2695391178131
"""s0_T5000_control_076""","""control""","""claude-sonnet-5""","""s0""",null,1.0,76,"""b1""",false,0.4651161554696517,null,null,102,104,1,true,"""FAIL""",0.7914701375201213,-0.03361358403890091,1.019674990250613,0.5966403359664033,0.5,0.25,-0.17072332836920912,0,0,[],null,true,"""68:f24+-f21+-f36""","[24, 21, 36]","[1, -1, -1]",false,"[""claude-sonnet-5""]",[],false,16,10380,72461,16635,0,0.1848642,128.99707174301147
"""s0_T5000_gate_077""","""gate""","""claude-sonnet-5""","""s0""",null,1.0,77,"""b1""",false,0.4633301657251837,null,null,155,162,4,true,"""FAIL""",0.7356103421779189,-0.08643308886733758,1.0206850941113508,0.7681231876812319,0.25,0.35,0.2935841337169118,0,2,"[0.4444444444444444, 0.9691358024691358]",false,true,"""50:f4+-f14+-f21""","[4, 14, 21]","[1, -1, -1]",false,"[""claude-sonnet-5""]",[],false,30,16050,209348,25486,0,0.3043736,174.31849002838135
"""s0_T5000_control_078""","""control""","""claude-sonnet-5""","""s0""",null,1.0,78,"""b1""",false,0.4601163176855376,null,null,77,79,1,true,"""FAIL""",0.8644771791659556,0.0424237631213078,1.022503820167243,0.34066593340665935,0.45,0.3,0.14134900681732993,0,0,[],null,true,"""44:f36+-f37+-f15""","[36, 37, 15]","[1, -1, -1]",false,"[""claude-sonnet-5""]",[],false,14,8132,50989,13078,0,0.14385780000000004,113.29521703720093
"""s0_T5000_gate_079""","""gate""","""claude-sonnet-5""","""s0""",null,1.0,79,"""b1""",false,0.45870182975461415,null,null,383,392,1,true,"""FAIL""",0.8799766701631616,0.055096389798865,1.0233047433685618,0.3010698930106989,0.35,0.35,-0.32416136920912036,0,4,"[0.3826530612244898, 0.6607142857142857, 0.8214285714285714, 0.9617346938775511]",false,true,"""270:f8+-f33+-f19""","[8, 33, 19]","[1, -1, -1]",false,"[""claude-sonnet-5""]",[],false,116,40090,2231067,62173,0,1.0960374,404.3032548427582
