run_id,arm,model,config,budget,sigma,seed_index,batch,config_recovered,power_at_open,fingerprint,worker,n_evaluated,n_tool_use,n_refused,graded,status,submitted_sr_is,sr_deflated,critical_value,p_value,stated_mean,stated_sd,oos,considered,n_status_calls,status_positions,last_cleared,has_submission,submitted_spec,submitted_features,submitted_signs,usage_missing,models_seen,non_mcp_tools,rate_limit_rejected,input_tokens,output_tokens,cache_read,cache_creation,thinking_tokens,cost_usd,wall_seconds
"""s3_T5000_opus_gate_636""","""gate""","""claude-opus-5""","""s3""",null,194.40679000487614,636,"""b4""",false,0.4632999281240265,"""d8449577980af71e""",3,80,83,0,true,"""PASS""",1.4921985625770708,0.670742426604093,1.0207021991598677,9.999000099990002e-05,1.05,0.4,0.95729407760924,2,2,"[0.6746987951807228, 0.9879518072289156]",true,true,"""55:f26+f5+-f22""","[26, 5, 22]","[1, 1, -1]",false,"[""claude-opus-5""]",[],false,16,8586,61146,12957,0,0.374873,117.64276194572449
"""s3_T5000_opus_control_637""","""control""","""claude-opus-5""","""s3""",null,194.40679000487614,637,"""b4""",false,0.46714794429639817,"""d8449577980af71e""",0,97,98,0,true,"""FAIL""",1.010895260769742,0.1868328335633912,1.0185263515794072,0.0565943405659434,0.8,0.28,1.0849766238586223,0,0,[],null,true,"""60:f24+f15+-f6""","[24, 15, 6]","[1, 1, -1]",false,"[""claude-opus-5""]",[],false,16,9986,64580,15121,0,0.43323,130.2812180519104
"""s3_T5000_opus_gate_638""","""gate""","""claude-opus-5""","""s3""",null,194.40679000487614,638,"""b4""",false,0.4648158260527608,"""d8449577980af71e""",0,121,124,0,true,"""FAIL""",0.925808231347506,0.10130312876915992,1.019844819479059,0.18468153184681532,0.7,0.3,0.7496773729795339,2,2,"[0.47580645161290325, 0.9919354838709677]",false,true,"""58:f5+f24+f15""","[5, 24, 15]","[1, 1, 1]",false,"[""claude-opus-5""]",[],false,20,12666,106752,19020,0,0.5603260000000001,158.4354100227356
"""s3_T5000_opus_control_639""","""control""","""claude-opus-5""","""s3""",null,194.40679000487614,639,"""b4""",false,0.47355359390845897,"""d8449577980af71e""",1,88,89,0,true,"""PASS""",1.0617412601900802,0.2405508517473678,1.0149080467583838,0.022897710228977103,0.9,0.2,0.4224561081388846,1,0,[],null,true,"""60:f1+f3+f24""","[1, 3, 24]","[1, 1, 1]",false,"[""claude-opus-5""]",[],false,14,9419,122322,14342,0,0.440126,112.05486106872559
"""s3_T5000_opus_gate_640""","""gate""","""claude-opus-5""","""s3""",null,194.40679000487614,640,"""b4""",false,0.46608304028887826,"""d8449577980af71e""",1,74,77,0,true,"""PASS""",1.3964527463530987,0.5737047628238146,1.019128315425998,9.999000099990002e-05,1.05,0.3,0.2540657328465074,0,2,"[0.5324675324675324, 0.948051948051948]",true,true,"""55:f10+f8+-f38""","[10, 8, 38]","[1, 1, -1]",false,"[""claude-opus-5""]",[],false,14,7831,119524,12417,0,0.37977700000000003,102.16386318206787
"""s3_T5000_opus_control_641""","""control""","""claude-opus-5""","""s3""",null,194.40679000487614,641,"""b4""",false,0.45897011250905545,"""d8449577980af71e""",2,87,88,0,true,"""FAIL""",1.0029443849167636,0.18057970335534768,1.023152811620123,0.06569343065693431,0.78,0.3,-0.11395564876368036,1,0,[],null,true,"""60:-f3+f1+f29""","[3, 1, 29]","[-1, 1, 1]",false,"[""claude-opus-5""]",[],false,16,9581,63423,14105,0,0.4123665,131.85698890686035
"""s3_T5000_opus_gate_642""","""gate""","""claude-opus-5""","""s3""",null,194.40679000487614,642,"""b4""",false,0.45431991778902253,"""d8449577980af71e""",2,80,82,0,true,"""FAIL""",0.9807276201865811,0.1567723100474483,1.0257878322113845,0.0938906109389061,0.82,0.28,0.09353473338373625,0,1,[0.5],false,true,"""55:f2+f10+-f33""","[2, 10, 33]","[1, 1, -1]",false,"[""claude-opus-5""]",[],false,14,9159,48430,13267,0,0.38593000000000005,128.9079179763794
"""s3_T5000_opus_control_643""","""control""","""claude-opus-5""","""s3""",null,194.40679000487614,643,"""b4""",false,0.46224718418119254,"""d8449577980af71e""",3,102,103,0,true,"""FAIL""",0.9735601338081915,0.1504684505795647,1.0212977992794952,0.10178982101789821,0.8,0.3,0.2710667466284185,2,0,[],null,true,"""56:f14+f6+-f32""","[14, 6, 32]","[1, 1, -1]",false,"[""claude-opus-5""]",[],false,16,10225,65087,15587,0,0.4441185000000001,130.366534948349
"""s3_T5000_opus_gate_644""","""gate""","""claude-opus-5""","""s3""",null,194.40679000487614,644,"""b4""",false,0.4575303389741584,"""d8449577980af71e""",3,95,97,0,true,"""PASS""",1.0740691242744214,0.2529501577411297,1.0239682984355414,0.0211978802119788,0.85,0.3,1.0082598479413067,1,1,[0.8350515463917526],true,true,"""60:f37+f35+f16""","[37, 35, 16]","[1, 1, 1]",false,"[""claude-opus-5""]",[],false,16,9930,66439,14990,0,0.4314495,131.85497093200684
"""s3_T5000_opus_control_645""","""control""","""claude-opus-5""","""s3""",null,194.40679000487614,645,"""b4""",false,0.46630710197169184,"""d8449577980af71e""",0,100,101,0,true,"""FAIL""",0.9705147868660138,0.14867599034967183,1.0190016476519648,0.100989901009899,0.72,0.27,0.20375905145464743,1,0,[],null,true,"""43:f1+f7+f9""","[1, 7, 9]","[1, 1, 1]",false,"[""claude-opus-5""]",[],false,14,9994,51673,15322,0,0.4289764999999999,124.84617400169373
"""s3_T5000_opus_gate_646""","""gate""","""claude-opus-5""","""s3""",null,194.40679000487614,646,"""b4""",false,0.46817255704243443,"""d8449577980af71e""",0,68,71,0,true,"""FAIL""",0.9394724379941475,0.11817453190469218,1.0179472888947414,0.148985101489851,0.55,0.33,0.6498542197288616,0,2,"[0.5774647887323944, 0.8873239436619719]",false,true,"""51:f31+f23+f22""","[31, 22, 23]","[1, 1, 1]",false,"[""claude-opus-5""]",[],false,16,7294,49368,11181,0,0.318924,109.24940490722656
"""s3_T5000_opus_control_647""","""control""","""claude-opus-5""","""s3""",null,194.40679000487614,647,"""b4""",false,0.46610536079669235,"""d8449577980af71e""",1,84,85,0,true,"""FAIL""",0.9099307919886386,0.08687829496451582,1.0191156968027428,0.21977802219778023,0.64,0.28,0.20347339295874925,0,0,[],null,true,"""56:f36+-f22+f31""","[36, 22, 31]","[1, -1, 1]",false,"[""claude-opus-5""]",[],false,14,8786,120414,13657,0,0.416497,113.75796508789062
"""s3_T5000_opus_gate_648""","""gate""","""claude-opus-5""","""s3""",null,194.40679000487614,648,"""b4""",false,0.46436025404449793,"""d8449577980af71e""",1,81,84,0,true,"""PASS""",1.278397479158415,0.45749476939961176,1.0201024564150718,0.00039996000399960006,0.95,0.35,0.6966356927361294,2,1,[0.8571428571428571],true,true,"""55:f9+f4+f38""","[9, 4, 38]","[1, 1, 1]",false,"[""claude-opus-5""]",[],false,16,8595,141394,13424,0,0.41989200000000004,107.18089199066162
"""s3_T5000_opus_control_649""","""control""","""claude-opus-5""","""s3""",null,194.40679000487614,649,"""b4""",false,0.4673566001136059,"""d8449577980af71e""",2,97,98,0,true,"""PASS""",1.1298906980522059,0.3082355896577478,1.0184084193259193,0.007699230076992301,0.95,0.3,1.2244644970625216,3,0,[],null,true,"""56:f38+f5+f16""","[38, 5, 16]","[1, 1, 1]",false,"[""claude-opus-5""]",[],false,16,10400,65066,15244,0,0.44505300000000003,133.80978298187256
"""s3_T5000_opus_gate_650""","""gate""","""claude-opus-5""","""s3""",null,194.40679000487614,650,"""b4""",false,0.4689829622840918,"""d8449577980af71e""",2,91,94,0,true,"""PASS""",1.269721245346593,0.4478809226951357,1.0174893707413697,0.0004999500049995,1.0,0.33,1.8940161343029513,2,2,"[0.43617021276595747, 0.6914893617021277]",true,true,"""46:f4+f17+f19""","[4, 17, 19]","[1, 1, 1]",false,"[""claude-opus-5""]",[],false,16,9822,58970,14616,0,0.421275,131.61148715019226
"""s3_T5000_opus_control_651""","""control""","""claude-opus-5""","""s3""",null,194.40679000487614,651,"""b4""",false,0.4511291064194757,"""d8449577980af71e""",3,93,94,0,true,"""PASS""",1.102759852337715,0.2808235208453995,1.0275979284464303,0.014198580141985802,0.8,0.35,0.061042632537757026,1,0,[],null,true,"""60:f39+-f26+f16""","[39, 26, 16]","[1, -1, 1]",false,"[""claude-opus-5""]",[],false,16,10322,65630,15203,0,0.44297500000000006,141.01077103614807
"""s3_T5000_opus_gate_652""","""gate""","""claude-opus-5""","""s3""",null,194.40679000487614,652,"""b4""",false,0.4595526157586552,"""d8449577980af71e""",3,96,98,0,true,"""FAIL""",1.0003766285307172,0.17832248391432703,1.0228229693651933,0.067993200679932,0.72,0.3,0.3778014797076497,0,1,[0.826530612244898],false,true,"""65:f7+-f23+f25""","[7, 23, 25]","[1, -1, 1]",false,"[""claude-opus-5""]",[],false,18,10726,82245,15705,0,0.4664125,142.84084725379944
"""s3_T5000_opus_control_653""","""control""","""claude-opus-5""","""s3""",null,194.40679000487614,653,"""b4""",false,0.4623186222396798,"""d8449577980af71e""",0,75,76,0,true,"""PASS""",1.0590142089157357,0.23713676055182253,1.0212573778185685,0.028997100289971003,0.8,0.3,1.1904131938440035,0,0,[],null,true,"""55:f1+f8+f29""","[1, 8, 29]","[1, 1, 1]",false,"[""claude-opus-5""]",[],false,14,8493,44823,12394,0,0.35874649999999997,117.06568694114685
"""s3_T5000_opus_gate_654""","""gate""","""claude-opus-5""","""s3""",null,194.40679000487614,654,"""b4""",false,0.4610532976232892,"""d8449577980af71e""",0,58,61,0,true,"""PASS""",1.3393526517301975,0.5157187099989072,1.021973433520999,0.00019998000199980003,1.1,0.33,0.06074782097362355,1,2,"[0.6721311475409836, 0.9344262295081968]",true,true,"""49:f24+-f13+f6""","[24, 13, 6]","[1, -1, 1]",false,"[""claude-opus-5""]",[],false,16,6671,46695,9944,0,0.2896425,109.63648724555969
"""s3_T5000_opus_control_655""","""control""","""claude-opus-5""","""s3""",null,194.40679000487614,655,"""b4""",false,0.4605983418693996,"""d8449577980af71e""",1,65,66,0,true,"""PASS""",1.3908938405763436,0.5672796570202948,1.0222309501992455,9.999000099990002e-05,0.95,0.4,1.6437030727023363,2,0,[],null,true,"""46:f2+f26+f31""","[2, 26, 31]","[1, 1, 1]",false,"[""claude-opus-5""]",[],false,14,7722,115704,11593,0,0.36690199999999995,105.8341019153595
"""s3_T5000_opus_gate_656""","""gate""","""claude-opus-5""","""s3""",null,194.40679000487614,656,"""b4""",false,0.45714396218602277,"""d8449577980af71e""",1,104,106,0,true,"""PASS""",1.1681495604192278,0.3449823253191222,1.024187195284274,0.0031996800319968005,0.85,0.3,0.5540556696863974,1,1,[0.5754716981132075],true,true,"""60:f25+f11+f23""","[25, 11, 23]","[1, 1, 1]",false,"[""claude-opus-5""]",[],false,16,10616,149811,16732,0,0.5077055000000001,120.73871493339539
"""s3_T5000_opus_control_657""","""control""","""claude-opus-5""","""s3""",null,194.40679000487614,657,"""b4""",false,0.4538693092344228,"""d8449577980af71e""",2,110,111,0,true,"""PASS""",1.2665360410091875,0.44356282071211717,1.0260433510935771,0.00039996000399960006,0.9,0.3,1.1608714664031408,1,0,[],null,true,"""60:f0+f36+-f37""","[0, 36, 37]","[1, 1, -1]",false,"[""claude-opus-5""]",[],false,16,11874,69742,17448,0,0.5062810000000001,153.4205641746521
"""s3_T5000_opus_gate_658""","""gate""","""claude-opus-5""","""s3""",null,194.40679000487614,658,"""b4""",false,0.4639708567348479,"""d8449577980af71e""",2,101,103,0,true,"""PASS""",1.4456896029877147,0.6225431062170951,1.0203226908993832,9.999000099990002e-05,1.15,0.35,1.3299773824961652,0,1,[0.5922330097087378],true,true,"""40:f1+f27""","[1, 27]","[1, 1]",false,"[""claude-opus-5""]",[],false,16,11140,69077,16469,0,0.4778084999999999,141.43322706222534
"""s3_T5000_opus_control_659""","""control""","""claude-opus-5""","""s3""",null,194.40679000487614,659,"""b4""",false,0.452414782121052,"""d8449577980af71e""",3,82,83,0,true,"""PASS""",1.067858981023221,0.2441668764383802,1.0268683764025772,0.025997400259974,0.85,0.25,-0.12344043807965387,1,0,[],null,true,"""55:f28+-f20+f12""","[28, 20, 12]","[1, -1, 1]",false,"[""claude-opus-5""]",[],false,14,9271,48229,13479,0,0.39074949999999997,126.06484723091125
"""s3_T5000_opus_gate_660""","""gate""","""claude-opus-5""","""s3""",null,194.40679000487614,660,"""b4""",false,0.4598179560420459,"""d8449577980af71e""",3,84,87,0,true,"""PASS""",1.14434126152855,0.3228390527537468,1.0226727368665771,0.005599440055994401,0.95,0.25,1.0782168181485634,1,2,"[0.47126436781609193, 0.8620689655172413]",true,true,"""58:f25+f26+-f10""","[25, 26, 10]","[1, 1, -1]",false,"[""claude-opus-5""]",[],false,18,8797,67408,13485,0,0.38856899999999994,120.95328187942505
